Year,Make,Model,Condition,Price,ConsumerRating,ConsumerReviews,SellerType,SellerRating,SellerReviews,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2020,BMW,X3 M40i,Used,49995,4.9,51,Dealer,4.7,1472,7727,Good,5,4.9,4.9,4.7,4.9,4.9,Phytonic Blue Metallic,All-wheel Drive,21,27,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXTY9C05L9B66571,35260,11970
2019,Volkswagen,Golf R 2.0T w/DCC & Navigation,Used,40500,4.8,16,Dealer,4.3,65,10954,Great,4.8,4.9,4.9,4.5,4.6,4.9,Indium Gray Metallic,All-wheel Drive,23,30,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WVWVA7AU9KW196789,NUKW196789,32143
2018,Land,Rover Range Rover HSE,Used,52874,3.8,10,Dealer,3.7,3,10466,NA,4,4.2,3.6,3.2,4.3,3.1,Santorini Black,Four-wheel Drive,17,23,Gasoline,Automatic,V6,SALGS2SV6JA511651,511651,84844
2019,Mercedes-Benz,S-Class S 560 4MATIC,Used,62995,4.6,14,Dealer,4.6,1224,11021,Great,5,4.8,4.4,4.4,4.7,4.3,Black,All-wheel Drive,17,27,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WDDUG8GB3KA462123,AX46637A,35652
2018,BMW,430 Gran Coupe i xDrive,Used,26975,4.9,24,Dealer,3.1,7,2081,Great,5,4.9,4.9,4.8,4.9,5,Gray,All-wheel Drive,23,33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4J3C5XJBL03524,S73,39474
2018,BMW,430 Gran Coupe i xDrive,Used,25975,4.9,24,Dealer,3.1,7,2081,Great,5,4.9,4.9,4.8,4.9,5,Gray,All-wheel Drive,23,33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4J3C59JBG95575,S75,42899
2019,Mercedes-Benz,GLS 450 4MATIC,Used,56287,5,10,Dealer,4.6,1108,2062,Great,5,5,5,4.7,5,4.9,Polar White,All-wheel Drive,16,22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,4JGDF6EE5KB221930,KB221930,33427
2018,BMW,430 Gran Coupe i xDrive,Used,29995,4.9,24,Dealer,4.8,609,2134,Great,5,4.9,4.9,4.8,4.9,5,Blue,All-wheel Drive,23,33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4J3C51JBG96574,5874A,45266
2011,Lexus,LS 460 Base,Used,17899,5,26,Dealer,3.7,42,2379,Fair,5,4.9,4.9,5,4.9,5,Black,All-wheel Drive,16,23,Gasoline,8-Speed Automatic,4.6L V8 32V PDI DOHC,JTHCL5EF6B5009594,31-4631,130602
2016,GMC,Yukon Denali,Used,38999,4.3,59,Dealer,3.4,24,90240,Great,4.6,4.6,4.2,4,4.6,4.1,Black,Four-wheel Drive,15,21,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2CKJ0GR240363,240363,36347
2020,Mercedes-Benz,GLB 250 Base,Used,42492,4.1,32,Dealer,3.2,27,93405,Fair,4.6,4.7,4.1,4,4.5,3.3,Midnight Black,Front-wheel Drive,23,30,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1N4M4GB0LW026774,8149U,11140
2021,Toyota,Camry SE,Used,31998,4.8,69,Dealer,5,4,94588,Good,4.8,4.8,4.8,4.8,4.9,4.9,Black,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AK8MU410766,22549172,27521
2018,Ford,Edge Sport,Ford Certified,33998,4.8,232,Dealer,4.7,186,94019,Good,4.9,4.8,4.8,4.6,4.8,4.8,White Platinum Metallic Tri-Coat,All-wheel Drive,17,24,Gasoline,6-SPEED A/T,V6 Cylinder Engine,2FMPK4AP9JBC56175,22407A,23046
2019,Subaru,Crosstrek 2.0i Premium,Used,28998,4.7,205,Dealer,3.3,7,85353,Good,4.7,4.7,4.6,4.7,4.8,4.8,Quartz Blue Pearl,All-wheel Drive,27,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTAEC7KH274123,22904661,27911
2020,Dodge,Charger Scat Pack,Dodge Certified,49995,4.8,56,Dealer,4.3,1553,85023,Good,4.9,4.8,4.9,4.7,4.9,4.9,Frostbite,Rear-wheel Drive,15,24,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,2C3CDXGJ8LH207961,LH207961,24858
2020,Dodge,Charger Scat Pack,Used,40600,4.8,56,Dealer,4.5,92,85233,NA,4.9,4.8,4.9,4.7,4.9,4.9,White Knuckle Clearcoat,Rear-wheel Drive,15,24,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,2C3CDXGJ8LH244217,P244217,21863
2021,Subaru,Crosstrek Premium,Used,26000,4.8,78,Dealer,4.2,467,84115,NA,4.9,4.8,4.8,4.8,4.8,4.8,Yellow Pearl,All-wheel Drive,28,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTAEC0MH310771,M310771,7572
2018,Subaru,Crosstrek 2.0i Premium,Used,29998,4.8,343,Dealer,2.2,2,97317,Good,4.8,4.8,4.6,4.8,4.9,4.9,Ice Silver Metallic,All-wheel Drive,27,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTADC1J8283481,22486726,8832
2018,Subaru,Crosstrek 2.0i Premium,Used,27998,4.8,343,Dealer,4.7,393,98662,Fair,4.8,4.8,4.6,4.8,4.9,4.9,Dark Gray Metallic,All-wheel Drive,27,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTADCXJ8259602,704722T,70778
2021,Toyota,4Runner Limited,Toyota Certified,51931,4.9,42,Dealer,4.9,5633,80401,Good,5,4.9,4.8,4.9,4.9,4.9,Midnight Black Metallic,Four-wheel Drive,16,19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEKU5JR7M5854429,S18938,20606
2016,Ford,F-150,Used,25988,4.6,391,Dealer,4.7,1839,73069,Great,4.7,4.6,4.7,4.4,4.7,4.6,???,Rear-wheel Drive,15,22,E85 Flex Fuel,6-Speed Automatic,5.0L V8 32V MPFI DOHC Flexible Fuel,1FTEW1CF1GKD15379,NR1353A,135228
2019,Audi,Q5 2.0T Premium,Used,35700,4.7,42,Dealer,4.7,933,76051,Good,4.8,4.6,4.7,4.5,4.7,4.7,Manhattan Gray Metallic,All-wheel Drive,22,27,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1ANAFY6K2067955,K2067955,36644
2019,Audi,Q5 2.0T Premium,Used,38884,4.7,42,Dealer,3.8,508,75035,Good,4.8,4.6,4.7,4.5,4.7,4.7,Brilliant Black,All-wheel Drive,22,27,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1ANAFY2K2111482,K2111482,21349
2012,Audi,A5 2.0T Premium,Used,14499,4.7,28,Dealer,3.9,141,75093,Good,4.7,4.7,4.5,4.5,4.9,4.6,Phantom Black Pearl,All-wheel Drive,21,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WAULFAFR0CA004388,P004388,116693
2015,Lexus,RC F Base,Used,51950,4.9,15,Dealer,5,1,75201,Good,4.7,4.7,5,4.8,4.9,5,Gray,Rear-wheel Drive,16,25,Gasoline,8-Speed Automatic,5.0L V8 32V PDI DOHC,JTHHP5BC3F5001009,JTHHP5BC3F5001009,29597
2021,Dodge,Challenger R/T,Used,33995,4.9,24,Dealer,3.2,100,75041,Great,4.9,4.8,4.9,4.8,5,4.8,Burgundy,Rear-wheel Drive,15,23,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,2C3CDZBT9MH571117,571117,18752
2016,Mazda,CX-5 Grand Touring,Used,18950,4.7,308,Dealer,3.8,13,68117,Good,4.6,4.6,4.7,4.7,4.8,4.7,Jet Black Mica,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KE4DY2G0845581,61315223,57000
2015,Honda,Accord EX-L,Used,21998,4.7,310,Dealer,3.2,2,77090,Fair,4.7,4.6,4.7,4.7,4.7,4.8,Black,Front-wheel Drive,21,34,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,1HGCR3F81FA023860,22969872,92614
2017,Chevrolet,Camaro 2SS,Used,29995,4.8,264,Dealer,3.8,4,77063,Great,4.6,4.6,4.9,4.7,4.9,4.8,Gray,Rear-wheel Drive,16,25,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,1G1FH1R79H0164103,4103,78378
2017,Nissan,Rogue S,Used,16985,4.7,547,Dealer,4.9,1083,55337,Great,4.7,4.7,4.6,4.7,4.8,4.7,Caspian Blue,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,JN8AT2MV3HW013092,B206593S,47061
2019,Toyota,Highlander SE,Used,39368,4.6,363,Dealer,1,1,72396,Good,4.8,4.7,4.6,4.5,4.7,4.6,White,Front-wheel Drive,21,27,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,5TDKZRFH5KS564775,UH564775,27027
2019,Chevrolet,Cruze LS,Used,21998,4.8,69,Dealer,4.9,2808,63141,Fair,4.8,4.7,4.7,4.7,4.8,4.8,Silver Ice Metallic,Front-wheel Drive,28,38,Gasoline,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,1G1BC5SM3K7126398,P14931,29865
2018,Chevrolet,Traverse Premier,Used,36525,4.7,266,Dealer,4.8,285,62056,Great,4.9,4.8,4.6,4.5,4.8,4.6,Iridescent Pearl Tricoat,Front-wheel Drive,18,27,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERKKW8JJ142933,BP10106,56722
2020,Nissan,Murano SV,Used,27289,4.9,76,Dealer,2,1,70001,Great,4.9,4.8,4.9,4.7,4.9,4.8,Deep Blue Pearl,Front-wheel Drive,20,28,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,5N1AZ2BJ0LN117866,RLN117866,41010
2019,BMW,540 i xDrive,Used,47805,4.9,17,Dealer,4.4,84,60515,Good,4.9,4.9,5,4.6,5,4.8,Dark Graphite Metallic,All-wheel Drive,21,29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBAJE7C54KWD55369,DG3725,26042
2021,Volkswagen,Atlas 3.6L SEL Premium,Used,49500,4.8,42,Dealer,4.7,1102,60525,Good,4.9,4.7,4.8,4.9,4.9,4.9,Aurora Red Metallic,All-wheel Drive,16,22,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2TR2CA8MC509565,CV27683N,10640
2015,Chevrolet,Tahoe LTZ,Used,28850,4.5,107,Dealer,4.4,72,53095,Good,4.6,4.7,4.5,4.3,4.8,4.4,White Diamond Tri-Coat,Four-wheel Drive,16,22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKCKC3FR205772,9954A,139597
2020,Honda,Civic Sport,Used,19800,4.9,169,Dealer,4.3,62,53110,Great,4.8,4.8,4.9,4.8,4.9,4.9,White,Front-wheel Drive,29,37,Gasoline,Automatic,Engine: 2.0L I-4 DOHC 16-Valve i-VTEC,19XFC2F82LE018716,716,20164
2018,Nissan,Rogue SL,Used,26884,4.7,415,Dealer,3.4,12,46375,Fair,4.7,4.7,4.6,4.6,4.8,4.7,Magnetic Black,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,JN8AT2MV2JW325989,N22134A,53043
2021,Honda,Pilot Special Edition,Used,43171,4.8,63,Dealer,4.5,216,47403,Good,4.9,4.7,4.8,4.7,4.7,4.8,Steel Sapphire Metallic,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27MB096565,BU1447,22250
2017,Hyundai,Tucson SE,Used,18550,4.7,623,Dealer,4.5,1106,46168,Good,4.8,4.7,4.6,4.7,4.8,4.8,Molten Silver,All-wheel Drive,21,26,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,KM8J3CA41HU506032,PF1274P,93960
2021,Honda,Pilot Special Edition,Used,42950,4.8,63,Dealer,3.4,7,46970,Good,4.9,4.7,4.8,4.7,4.7,4.8,???,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27MB096842,366469B,15002
2019,Buick,Enclave Essence,Used,34856,4.6,63,Dealer,4.7,2124,45251,Great,4.7,4.7,4.5,4.4,4.7,4.6,Summit White,Front-wheel Drive,18,26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,5GAERBKW8KJ301333,2741811A,26135
2019,Buick,Enclave Essence,Used,34888,4.6,63,Dealer,4.6,1003,45014,Great,4.7,4.7,4.5,4.4,4.7,4.6,Ebony Twilight Metallic,Front-wheel Drive,18,26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,5GAERBKW6KJ306594,KJ306594,17542
2015,Jeep,Wrangler Unlimited Sport,Used,26455,4.6,138,Dealer,4.7,413,30117,Good,4.4,4.5,4.6,4.5,4.8,4.8,Firecracker Red,Four-wheel Drive,16,21,Gasoline,5-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4BJWDGXFL507897,NG217B,113580
2020,Buick,Enclave Essence,Used,36500,4.8,41,Dealer,4.9,59,49228,Good,4.9,4.7,4.8,4.7,4.8,4.8,Satin Steel Metallic,Front-wheel Drive,18,26,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,5GAERBKW2LJ128894,3667A,29500
2018,BMW,X5 M Base,Used,70996,4.8,6,Dealer,4.6,797,30339,Fair,4.7,4.8,5,4.5,4.7,5,Carbon Black Metallic,All-wheel Drive,14,19,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,5YMKT6C57J0Y83887,BJ0Y83887,33757
2021,Genesis,GV80 2.5T,Used,55841,4.8,19,Dealer,3.9,57,30274,Great,4.9,4.8,4.8,4.8,4.8,4.6,Himalayan Gray,Rear-wheel Drive,21,25,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo,KMUHB4SB1MU051571,DTG9482A,26663
2021,Chevrolet,Tahoe Z71,Used,70490,4.5,37,Dealer,4.4,750,30518,Good,4.6,4.7,4.4,4.3,4.7,4.3,Summit White,Four-wheel Drive,16,20,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKPKD0MR360731,MR360731,24054
2021,Genesis,GV80 2.5T,Used,68988,4.8,19,Dealer,4.9,1489,30519,Good,4.9,4.8,4.8,4.8,4.8,4.6,Uyuni White,All-wheel Drive,21,25,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo,KMUHBDSB8MU037330,X53063,11049
2017,Acura,MDX 3.5L w/Advance Package,Used,24950,4.6,133,Dealer,3.4,85,48184,Great,4.7,4.5,4.5,4.5,4.8,4.7,Gray,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FRYD4H84HB038044,C17005188,63014
2007,Toyota,RAV4 Sport,Used,8500,4.3,135,Dealer,4.6,151,43228,Great,4.2,4.2,4.4,4.3,4.4,4.4,Black,Four-wheel Drive,21,28,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI DOHC,JTMBK32V875028865,PW24,141372
2015,Chevrolet,Suburban 1500 LT,Used,33895,4.6,77,Dealer,4.5,169,44146,Good,4.8,4.6,4.6,4.2,4.7,4.6,Black,Four-wheel Drive,15,22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKJKC3FR266673,6673,79436
2016,Ford,F-150 XLT,Used,34997,4.6,391,Dealer,4.9,262,15010,Good,4.7,4.6,4.7,4.4,4.7,4.6,Ingot Silver Metallic,Four-wheel Drive,17,23,Gasoline,6-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,1FTEW1EP8GFA44769,22653A,23349
2020,Acura,MDX 3.5L w/Technology Package,Used,45996,4.9,50,Dealer,4.6,1765,28227,Good,4.9,4.9,4.9,4.8,4.8,4.9,Modern Steel Metallic,Front-wheel Drive,20,27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD3H53LL008249,PB08249,15150
2019,Toyota,Tundra SR5,Used,39989,4.8,126,Dealer,4.7,362,15642,Great,4.9,4.7,4.9,4.7,4.9,4.9,Midnight Black Metallic,Four-wheel Drive,13,17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TFUW5F14KX852827,C23764B,30136
2021,Cadillac,Escalade Sport,Used,107998,2.9,19,Dealer,3.7,6,33760,NA,3.5,4.1,2.6,2.2,3.8,2.1,Black,Four-wheel Drive,14,19,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GYS4FKL7MR190429,22818098,28000
2020,Chrysler,300 S,Used,34000,4.8,12,Dealer,4.4,321,31406,Good,4.7,4.7,4.8,4.7,4.8,4.9,Silver Mist Clearcoat,Rear-wheel Drive,19,30,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,2C3CCABT4LH234597,IP001116,47552
2021,Chrysler,300 S,Used,28500,5,3,Dealer,4.8,1047,32225,Great,5,5,5,5,5,5,Bright White Clearcoat,Rear-wheel Drive,19,30,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CCABG4MH549758,8746,26893
2018,Honda,Civic LX,Used,20000,4.8,546,Dealer,4.8,1047,32225,Good,4.7,4.7,4.8,4.8,4.9,4.8,Gray,Front-wheel Drive,30,39,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC4B55JH309561,05863A,42836
2013,Mercedes-Benz,SL-Class SL 550,Used,39785,4.6,13,Dealer,4.7,676,33950,Fair,4.9,4.8,4.8,4.2,4.5,4.4,Diamond White Metallic,Rear-wheel Drive,17,25,Gasoline,Automatic,Turbocharged Gas V8 4.6L/285,WDDJK7DAXDF020386,Y028768B,45281
2020,INFINITI,QX60 Pure,Used,31599,4.8,39,Dealer,4.9,246,33907,Great,4.9,4.7,4.7,4.6,4.8,4.9,Black Obsidian,Front-wheel Drive,20,27,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MN2LC532783,532783C01,48522
2019,BMW,X5 xDrive40i,BMW Certified,58992,4.7,55,Dealer,4.9,2704,27616,Fair,5,4.9,4.9,4.4,4.7,4.6,Phytonic Blue Metallic,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C52KLL61243,WP49597,17509
2020,INFINITI,QX60 Pure,Used,29449,4.8,39,Dealer,4.8,226,34134,Great,4.9,4.7,4.7,4.6,4.8,4.9,Liquid Platinum,Front-wheel Drive,20,27,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MN9LC533140,533140C01,49926
2012,Kia,Sorento SX,Used,4995,4.4,154,Dealer,4,33,14623,NA,4.4,4.5,4.2,4.4,4.6,4.4,Titanium Silver,All-wheel Drive,18,24,Gasoline,Automatic,3.5L DOHC dual CVVT 24-valve V6 engine,5XYKWDA22CG188484,12SORENTO,213000
2019,Honda,Civic Sport,Used,24995,4.9,275,Dealer,4.8,327,21702,Good,4.8,4.8,4.9,4.8,4.9,4.9,Lunar Silver Metallic,Front-wheel Drive,25,36,Gasoline,5-SPEED M/T,4 Cylinder Engine,2HGFC2E86KH567017,TP5826,49051
2003,Ford,Taurus SES,Used,4388,4.2,62,Dealer,4.4,77,23233,Great,4.4,4.1,4,4.3,4.1,4.2,Green,Front-wheel Drive,20,27,Gasoline,4-Speed Automatic,3.0L V6 24V MPFI DOHC,1FAHP55S53A107748,14225,83368
2020,Lexus,RX 350 Base,Used,47988,4.8,76,Dealer,4.6,450,23233,Great,4.9,4.8,4.8,4.7,4.8,4.9,Atomic Silver,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2HZMDA5LC257325,N22792A,10913
2020,Kia,Sorento LX,Used,28933,4.7,76,Dealer,4.7,1180,34982,Good,4.8,4.7,4.7,4.6,4.8,4.7,Gray,Front-wheel Drive,22,29,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5XYPG4A36LG627312,221091B,21055
2019,Toyota,Tundra SR5,Toyota Certified,39997,4.8,126,Dealer,4.7,236,17111,Good,4.9,4.7,4.9,4.7,4.9,4.9,Super White,Four-wheel Drive,14,18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,5TFDM5F12KX080527,KX080527,36236
2010,Lexus,LS 460 Base,Used,19990,4.7,27,Dealer,4.8,75,21211,Fair,4.8,4.6,4.8,4.7,4.6,4.8,Black Metallic,Rear-wheel Drive,16,24,Gasoline,8-Speed Automatic,4.6L V8 32V PDI DOHC,JTHBL5EF0A5091803,91803,97315
2019,Chevrolet,Silverado 1500 Custom,Used,30490,4.3,245,Dealer,4.8,5038,33143,Great,4.4,4.2,4.3,4,4.6,4.2,Shadow Gray Metallic,Rear-wheel Drive,16,21,Gasoline,6-Speed Automatic,4.3L V6 12V GDI OHV,1GCRWBEH8KZ230805,G535202A,44844
2015,BMW,328 i,Used,15899,4.7,107,Dealer,3.4,48,33135,Great,4.7,4.7,4.8,4.5,4.8,4.6,White,Rear-wheel Drive,23,35,Gasoline,8-Speed Automatic,2.0L 4-Cylinder DOHC 16V Turbocharged,WBA3A5P54F7S84507,8253,48478
2021,Porsche,Macan GTS,Porsche Certified,84888,4.9,3,Dealer,4.8,213,19711,Great,4.7,5,5,4.7,4.7,5,White,All-wheel Drive,17,22,Gasoline,7-Speed Automatic with Auto-Shift,2.9L V6 24V GDI DOHC Twin Turbo,WP1AG2A59MLB51640,R1972,7484
2021,Land,Rover Range Rover Sport HSE Silver Edition,Used,86995,4.8,6,Dealer,4.7,1381,19087,Great,4.8,4.8,5,4.3,5,4.7,Eiger Grey,Four-wheel Drive,19,24,Gasoline,Automatic,V6,SALWR2SU1MA757977,PH4799,14829
2018,BMW,320 320i xDrive,Used,22950,4.9,50,Dealer,5,10,19015,Great,4.9,4.8,4.9,4.8,4.8,5,Black Sapphire Metallic,All-wheel Drive,23,34,Gasoline,Automatic,Engine: 2.0L TwinPower Turbo 4-Cylinder 16V DOHC,WBA8A3C53JA357495,RJ18B31KBX3,31948
2002,BMW,540 i,Used,22900,4.6,13,Private,5,10,19035,NA,4.7,4.5,4.9,4.3,4.5,4.2,Green,Rear-wheel Drive,15,23,Gasoline Fuel,6-Speed M/T,290.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,WBADN53482GF70742,???,81467
2016,Porsche,Cayenne Base,Used,28900,4.8,39,Dealer,4.4,7,8021,NA,4.9,4.8,4.9,4.5,4.9,4.9,Moonlight Blue Metallic,All-wheel Drive,19,24,Gasoline,8 speed tiptronic s automatic,V6 Cylinder Engine,WP1AA2A28GLA08495,69,53065
2019,Mazda,Mazda3 AWD w/Preferred Package,Used,16499,4.8,36,Dealer,3.7,54,19067,NA,4.8,4.8,4.7,4.7,4.9,4.7,Soul Red Crystal Metallic,All-wheel Drive,25,33,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM1BPBCM5K1107234,107234,15875
2018,BMW,320 i xDrive,Used,24985,4.9,50,Dealer,2,33,8505,Fair,4.9,4.8,4.9,4.8,4.8,5,Black,All-wheel Drive,23,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA8E5G56JNV02273,V02273,65946
2019,Genesis,G80 3.8,Used,38000,4.7,28,Dealer,4.7,1466,7834,Fair,4.7,4.8,4.6,4.7,4.8,4.6,Black,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KMHGN4JE1KU292590,KU292590,20870
2020,Hyundai,Santa Fe SEL 2.4,Used,28459,4.8,202,Dealer,4.1,365,7001,Great,4.9,4.8,4.7,4.8,4.9,4.9,Twilight Black,All-wheel Drive,21,27,Gasoline,8-Speed Automatic,2.4L I4 16V GDI DOHC,5NMS3CAD2LH143748,K143748U,28466
2020,Hyundai,Santa Fe SEL 2.4,Used,31991,4.8,202,Dealer,4.8,1911,10567,Good,4.9,4.8,4.7,4.8,4.9,4.9,Blue,All-wheel Drive,21,27,Gasoline,8-Speed Automatic,2.4L I4 16V GDI DOHC,5NMS3CAD7LH243585,59565T,13924
2020,Tesla,Model Y Long Range,Used,65995,3.7,10,Dealer,3.4,472,10475,Great,3.9,3.8,4.1,3.3,3.8,4,Blue,All-wheel Drive,127,114,Electric,1-Speed Automatic,Electric,5YJYGDEE8LF049382,17666,9561
2019,Mercedes-Benz,S-Class S 560 4MATIC,Mercedes-Benz Certified,71242,4.6,14,Dealer,4.9,1638,10606,Great,5,4.8,4.4,4.4,4.7,4.3,BL,All-wheel Drive,17,27,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WDDUG8GB5KA475892,33704U,25046
2013,Toyota,Highlander Base Plus,Used,20700,4.7,140,Dealer,4.7,780,10801,Fair,4.7,4.7,4.7,4.7,4.7,4.8,Black,All-wheel Drive,17,22,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI DOHC,5TDBK3EH6DS216313,MU8227,60419
2019,Jeep,Grand Cherokee Altitude,Used,33750,4.8,224,Dealer,3,42,11423,Great,4.9,4.9,4.8,4.6,4.9,4.8,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFAG2KC529809,529809,25815
2020,Acura,MDX 3.5L,Used,39412,4.9,50,Dealer,4,157,11520,Great,4.9,4.9,4.9,4.8,4.8,4.9,Platinum White Pearl,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD4H33LL003136,MU2158,12374
2017,BMW,M3 Base,Used,55863,4.7,11,Dealer,3.4,237,11791,Great,4.3,4.6,4.9,4.5,4.9,4.9,Gray,Rear-wheel Drive,17,26,Gasoline,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo,WBS8M9C30H5G85628,G85628,19847
2020,Toyota,Tacoma SR,Used,33888,4.7,123,Dealer,4.4,175,11780,Great,4.7,4.7,4.6,4.7,4.9,4.8,Midnight Black Metallic,Four-wheel Drive,18,22,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,3TMCZ5AN1LM343010,U13866,18675
2020,Acura,MDX 3.5L w/Technology Package,Used,39900,4.9,50,Dealer,5,41,1536,Great,4.9,4.9,4.9,4.8,4.8,4.9,Gray,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5J8YD4H5XLL030416,AC030416,12304
2021,Tesla,Model Y Long Range,Used,71277,4,15,Dealer,4.8,3306,3103,Good,4.1,4.2,4.3,3.7,4.2,3.8,Pearl White Multi,All-wheel Drive,131,117,Electric,1-Speed Automatic,Electric,5YJYGDEE4MF086057,HM11774C,15002
2013,Porsche,Boxster S,Used,57900,4.7,40,Dealer,4.8,992,2062,NA,4.6,4.7,4.9,4.3,4.9,4.7,Black,Rear-wheel Drive,20,28,Gasoline,7-Speed Automatic with Auto-Shift,3.4L H6 24V GDI DOHC,WP0CB2A89DS130327,DS130327,23698
